id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2733,8.1,0.31,0.29,1.8,0.064,6.0,12.0,0.99652,3.43,0.49,9.5,6.0
2734,10.2,0.18,0.5,1.7,0.083,6.0,12.0,0.9976,3.29,0.52,12.0,6.0
2735,9.4,0.25,0.4,2.1,0.078,10.0,31.0,0.9986,3.2,0.72,12.0,6.0
2736,9.0,0.55,0.17,2.0,0.08,19.0,58.0,0.99814,3.32,0.55,9.5,6.0
2737,6.6,0.6,0.08,2.8,0.077,12.0,20.0,0.9996,3.3,0.52,9.7,5.0
2738,8.3,0.74,0.22,2.0,0.083,31.0,72.0,0.9982,3.2,0.64,9.4,6.0
2739,9.1,0.28,0.47,2.1,0.072,4.0,7.0,0.99668,3.32,0.72,10.2,6.0
2740,7.2,0.52,0.03,2.1,0.077,13.0,29.0,0.9978,3.41,0.53,9.5,6.0
2741,12.8,0.36,0.49,2.6,0.087,6.0,32.0,0.9987,3.3,0.64,9.9,6.0
2742,7.4,0.67,0.08,2.8,0.08,11.0,35.0,0.99704,3.17,0.54,10.9,8.0
2743,6.7,0.59,0.0,2.0,0.0819999999999999,17.0,31.0,0.99498,3.52,0.6,11.1,6.0
2744,8.9,0.42,0.43,2.2,0.086,18.0,35.0,0.99642,3.27,0.71,10.0,5.0
2745,8.5,0.62,0.36,2.3,0.079,8.0,26.0,0.99553,3.24,0.54,11.6,4.0
2746,5.2,0.61,0.07,2.6,0.08,26.0,49.0,0.9982,3.42,0.6,14.0,7.0
2747,11.1,0.49,0.47,2.3,0.083,10.0,23.0,0.9967,3.38,0.65,11.9,5.0
2748,7.6,0.705,0.15,2.2,0.076,16.0,28.0,0.9957,3.47,0.58,9.4,5.0
2749,7.5,0.52,0.05,1.8,0.08,5.0,13.0,0.99745,3.51,0.48,9.6,4.0
2750,7.2,0.6,0.05,2.3,0.086,14.0,65.0,0.9982,3.38,0.51,9.2,5.0
2751,6.7,0.44,0.22,2.4,0.062,8.0,23.0,0.99572,3.36,0.56,11.8,5.0
2752,9.3,0.52,0.23,2.6,0.068,8.0,23.0,0.9988,3.16,0.72,9.9,4.0
2753,8.3,0.31,0.36,2.2,0.07,6.0,20.0,0.99572,3.18,0.69,11.0,6.0
2754,7.7,0.57,0.04,1.6,0.086,12.0,25.0,0.99562,3.36,0.58,9.5,7.0
2755,11.3,0.54,0.22,2.0,0.07,18.0,35.0,0.9966,3.09,0.59,9.3,5.0
2756,8.5,0.32,0.48,2.4,0.067,15.0,31.0,0.9982,3.17,0.49,9.7,5.0
2757,9.0,0.68,0.29,2.0,0.078,5.0,9.0,0.9988,3.28,0.55,11.0,5.0
2758,7.9,0.51,0.26,2.4,0.083,13.0,119.0,0.99541,3.16,0.6,9.3,5.0
2759,7.5,0.53,0.01,2.6,0.077,10.0,29.0,0.9972,3.31,0.61,10.7,6.0
2760,7.7,0.61,0.09,2.8,0.071,13.0,34.0,0.99634,3.42,0.57,9.8,5.0
2761,9.3,0.41,0.42,1.9,0.0969999999999999,5.0,20.0,0.9996,3.26,0.81,9.8,5.0
2762,8.8,0.6,0.24,1.7,0.077,20.0,49.0,0.998,3.24,0.52,9.8,5.0
2763,7.9,0.65,0.05,1.8,0.0819999999999999,12.0,99.0,0.99458,3.36,0.59,9.2,5.0
2764,7.0,0.58,0.24,1.9,0.081,16.0,64.0,0.9956,3.35,0.72,9.4,6.0
2765,6.4,0.6,0.0,1.9,0.088,9.0,19.0,0.99444,3.67,0.44,9.4,6.0
2766,7.2,0.32,0.3,2.1,0.0819999999999999,12.0,27.0,0.99656,3.41,0.66,10.8,6.0
2767,8.1,0.47,0.24,3.0,0.066,10.0,24.0,0.99572,3.21,0.48,10.3,6.0
2768,5.5,0.52,0.09,1.9,0.084,6.0,14.0,0.9981,3.47,0.58,11.2,6.0
2769,11.5,0.39,0.49,2.1,0.071,5.0,16.0,0.99786,3.02,0.84,10.0,8.0
2770,6.6,0.67,0.08,2.3,0.08,6.0,19.0,0.99448,3.32,0.57,11.1,6.0
2771,6.7,0.52,0.13,2.3,0.095,10.0,38.0,0.9972,3.33,0.62,11.1,6.0
2772,8.2,0.24,0.49,2.6,0.073,17.0,40.0,0.9973,3.3,0.73,11.1,6.0
2773,6.7,0.955,0.0,2.4,0.085,12.0,24.0,0.99531,3.47,0.7,10.4,6.0
2774,7.9,0.39,0.39,2.5,0.0819999999999999,33.0,69.0,0.99656,3.28,0.6,10.6,6.0
2775,7.0,0.32,0.46,2.5,0.07,13.0,19.0,0.99656,3.37,0.54,10.0,6.0
2776,7.1,0.59,0.0,2.1,0.071,6.0,16.0,0.99572,3.59,0.57,10.9,6.0
2777,7.0,0.6,0.0,2.7,0.078,19.0,38.0,0.9964,3.52,0.79,9.4,5.0
2778,10.1,0.49,0.29,2.6,0.076,26.0,52.0,0.9972,3.43,0.6,10.6,7.0
2779,7.2,0.58,0.03,1.6,0.076,23.0,40.0,0.9972,3.43,0.54,9.5,6.0
2780,8.8,0.28,0.44,1.9,0.1119999999999999,29.0,65.0,0.99702,3.33,0.59,10.2,5.0
2781,6.2,0.47,0.26,1.9,0.074,10.0,24.0,0.99566,3.27,0.59,10.2,4.0
2782,7.7,0.32,0.43,2.8,0.0819999999999999,6.0,14.0,0.99498,3.52,0.51,12.8,6.0
2783,7.3,0.66,0.0,2.0,0.089,28.0,82.0,0.9958,3.34,0.63,9.8,5.0
2784,6.9,0.63,0.02,2.4,0.076,12.0,20.0,0.99566,3.54,0.59,9.5,5.0
2785,7.6,0.46,0.29,2.8,0.068,27.0,47.0,0.9968,3.14,0.46,9.3,5.0
2786,7.2,0.67,0.12,3.1,0.076,15.0,24.0,0.99552,3.4,0.79,10.1,6.0
2787,11.0,0.52,0.55,1.8,0.088,8.0,20.0,0.999,3.34,0.82,11.3,7.0
2788,9.1,0.31,0.33,2.6,0.067,5.0,12.0,0.9952,3.38,0.48,9.1,5.0
2789,9.9,0.39,0.24,2.0,0.077,27.0,60.0,0.9977,3.4,0.58,10.7,5.0
2790,8.8,0.66,0.14,2.1,0.078,6.0,21.0,0.9971,3.36,0.55,9.5,4.0
2791,7.8,0.49,0.09,2.3,0.0969999999999999,8.0,19.0,0.9988,3.48,0.59,9.4,6.0
2792,7.4,0.63,0.0,2.8,0.0579999999999999,6.0,20.0,0.9976,3.56,0.53,10.8,5.0
2793,10.3,0.31,0.49,1.7,0.073,3.0,15.0,1.0026,3.23,0.47,9.0,4.0
2794,6.8,0.58,0.0,1.9,0.068,6.0,18.0,0.99652,3.42,0.58,9.4,5.0
2795,7.5,0.39,0.31,2.3,0.077,27.0,85.0,0.9968,3.24,0.78,9.3,5.0
2796,8.2,0.66,0.02,1.7,0.086,9.0,18.0,0.9976,3.35,0.57,9.2,5.0
2797,7.4,0.5,0.26,2.0,0.064,21.0,72.0,0.9971,3.42,0.64,9.1,6.0
2798,10.1,0.59,0.67,2.3,0.074,25.0,60.0,1.0004,3.12,1.18,10.2,5.0
2799,7.9,0.5,0.19,2.0,0.08,21.0,119.0,0.9988,3.3,0.66,9.2,5.0
2800,7.7,0.4,0.47,2.1,0.078,19.0,31.0,0.9987,3.35,0.63,9.9,5.0
2801,9.9,0.45,0.31,1.8,0.08,28.0,44.0,0.9962,3.2,0.62,9.5,6.0
2802,10.7,0.49,0.21,1.8,0.061,17.0,66.0,0.9962,3.16,0.78,10.0,6.0
2803,7.7,0.38,0.24,2.0,0.074,15.0,36.0,0.9983,3.36,0.76,11.7,7.0
2804,10.1,0.6,0.44,1.9,0.074,6.0,19.0,0.9986,3.19,0.57,9.4,5.0
2805,7.4,0.3,0.5,2.4,0.076,32.0,68.0,0.9974,3.2,0.85,9.5,6.0
2806,7.9,0.5,0.0,1.7,0.068,6.0,14.0,0.99745,3.44,0.48,9.2,6.0
2807,8.1,0.27,0.43,1.8,0.08,14.0,48.0,0.99748,3.27,0.64,9.7,5.0
2808,11.4,0.34,0.44,2.0,0.096,5.0,15.0,0.9991,3.18,0.71,9.5,6.0
2809,8.0,0.43,0.4,2.1,0.07,6.0,24.0,0.9964,3.28,0.63,10.4,7.0
2810,8.9,0.52,0.26,2.0,0.084,21.0,35.0,0.9956,3.37,0.54,9.6,5.0
2811,7.9,0.74,0.26,1.9,0.073,19.0,50.0,0.9976,3.38,0.53,9.3,5.0
2812,7.8,0.51,0.02,2.4,0.068,6.0,23.0,0.9955,3.16,0.54,10.3,5.0
2813,7.0,0.53,0.14,2.6,0.07,13.0,28.0,0.99504,3.17,0.56,12.5,7.0
2814,10.2,0.31,0.49,2.0,0.08,19.0,71.0,0.9973,3.17,0.61,9.4,6.0
2815,7.7,0.4,0.26,2.5,0.073,10.0,29.0,0.99576,3.32,0.72,11.8,6.0
2816,10.7,0.32,0.43,2.2,0.078,13.0,41.0,0.9958,3.31,0.64,11.8,7.0
2817,7.8,0.52,0.0,3.2,0.05,10.0,32.0,0.9974,3.26,0.53,9.4,6.0
2818,6.1,0.37,0.2,2.1,0.07,10.0,22.0,0.99688,3.6,0.59,11.7,6.0
2819,8.4,0.68,0.11,2.3,0.098,14.0,41.0,0.997,3.09,0.64,9.5,6.0
2820,10.1,0.32,0.32,2.1,0.075,17.0,35.0,0.9985,3.41,0.74,10.1,6.0
2821,7.6,0.58,0.01,1.6,0.075,8.0,18.0,0.9968,3.04,0.57,9.4,5.0
2822,8.9,0.29,0.43,2.1,0.099,15.0,28.0,0.9994,3.23,1.02,9.4,5.0
2823,7.1,0.66,0.0,1.5,0.064,16.0,37.0,0.99855,3.36,0.56,9.2,5.0
2824,9.0,0.715,0.0,2.1,0.076,3.0,14.0,0.9987,3.51,0.59,9.9,5.0
2825,7.7,0.69,0.02,2.3,0.076,10.0,33.0,0.99504,3.61,0.64,9.8,5.0
2826,8.3,0.54,0.19,2.2,0.084,31.0,54.0,0.9968,3.32,0.7,10.4,5.0
2827,7.0,0.765,0.0,1.6,0.076,9.0,23.0,0.9978,3.39,0.63,9.2,5.0
2828,7.9,0.59,0.18,2.3,0.0819999999999999,5.0,19.0,0.9994,3.2,0.52,9.7,6.0
2829,7.9,0.6,0.02,2.4,0.0819999999999999,18.0,92.0,0.9974,3.56,0.58,9.5,4.0
2830,7.3,0.34,0.34,2.5,0.076,7.0,44.0,0.99689,3.25,0.65,9.0,6.0
2831,11.3,0.5,0.24,2.1,0.079,6.0,27.0,0.996,3.3,0.51,10.7,5.0
2832,6.7,0.55,0.0,1.9,0.084,7.0,28.0,0.9986,3.61,0.58,11.7,6.0
2833,10.5,0.46,0.55,3.0,0.072,5.0,13.0,0.9974,3.22,0.62,11.8,7.0
2834,8.2,0.38,0.29,1.9,0.066,19.0,42.0,0.9964,3.29,0.72,11.3,7.0
2835,11.3,0.67,0.0,2.0,0.095,8.0,24.0,0.9991,3.15,0.56,9.1,5.0
2836,12.3,0.36,0.69,1.9,0.076,4.0,8.0,0.9987,3.16,0.6,9.5,6.0
2837,11.9,0.37,0.43,2.5,0.079,15.0,44.0,0.9962,3.25,0.86,9.9,5.0
2838,6.6,0.58,0.02,2.2,0.077,18.0,33.0,0.99543,3.15,0.54,11.1,6.0
2839,7.8,0.725,0.06,1.7,0.062,8.0,20.0,0.9963,3.36,0.55,9.5,5.0
2840,8.2,0.695,0.22,2.0,0.079,26.0,47.0,0.99613,3.28,0.54,9.7,5.0
2841,7.0,0.43,0.26,2.2,0.077,29.0,46.0,0.9972,3.34,0.64,10.1,5.0
2842,11.6,0.6,0.24,2.0,0.059,6.0,11.0,0.998,3.34,0.67,10.3,7.0
2843,7.8,0.41,0.53,2.5,0.073,38.0,88.0,0.9966,3.11,0.79,10.0,6.0
2844,8.8,0.5,0.14,1.8,0.081,16.0,72.0,0.9956,3.53,0.54,9.2,6.0
2845,7.8,0.6,0.0,2.1,0.079,17.0,45.0,0.9964,3.49,0.64,9.5,5.0
2846,7.0,0.44,0.24,2.6,0.073,5.0,20.0,0.9967,3.2,0.82,11.3,7.0
2847,7.1,0.65,0.0,1.9,0.079,6.0,12.0,0.99616,3.42,0.63,9.5,5.0
2848,11.3,0.61,0.6,2.2,0.084,6.0,13.0,0.9982,3.16,0.53,9.1,6.0
2849,8.8,0.58,0.08,2.6,0.076,6.0,19.0,0.99546,3.08,0.58,11.8,5.0
2850,7.4,0.42,0.32,1.6,0.076,16.0,86.0,0.99494,3.29,0.75,9.5,6.0
2851,7.8,0.49,0.29,1.7,0.076,14.0,56.0,0.99622,3.29,0.57,9.5,6.0
2852,7.8,0.46,0.25,2.0,0.078,7.0,28.0,0.99738,3.46,0.62,12.4,7.0
2853,6.3,0.52,0.0,2.0,0.0819999999999999,8.0,18.0,0.9986,3.36,0.63,9.7,6.0
2854,8.2,0.66,0.23,2.6,0.077,12.0,28.0,0.99774,3.3,0.79,9.2,5.0
2855,6.8,0.7,0.0,2.5,0.079,27.0,54.0,0.997,3.48,0.54,10.3,6.0
2856,7.9,0.31,0.3,3.1,0.087,18.0,42.0,0.9973,3.44,0.54,9.4,5.0
2857,7.6,0.18,0.34,1.9,0.079,16.0,38.0,0.99632,3.2,0.63,12.1,7.0
2858,7.5,0.58,0.08,1.9,0.077,21.0,55.0,0.99745,3.34,0.61,9.6,6.0
2859,8.5,0.59,0.05,2.0,0.059,6.0,24.0,0.9972,3.61,0.66,9.9,6.0
2860,8.3,0.36,0.48,2.4,0.073,9.0,33.0,0.9962,3.38,0.58,9.3,6.0
2861,8.2,0.47,0.26,2.0,0.076,23.0,72.0,0.9994,3.32,0.44,9.3,6.0
2862,7.9,0.5,0.3,1.9,0.086,20.0,57.0,0.99557,3.25,0.5,11.1,7.0
2863,8.8,0.64,0.25,2.2,0.075,16.0,36.0,0.9976,3.23,0.84,11.0,6.0
2864,8.5,0.65,0.1,2.0,0.088,6.0,22.0,0.9988,3.42,0.57,9.7,5.0
2865,6.2,0.59,0.0,2.0,0.067,17.0,88.0,0.9959,3.51,0.59,9.9,5.0
2866,11.9,0.43,0.46,2.8,0.078,28.0,49.0,0.9983,3.14,0.71,9.6,6.0
2867,7.3,0.6,0.02,1.8,0.071,27.0,98.0,0.9973,3.39,0.52,9.6,5.0
2868,7.9,0.64,0.06,2.2,0.077,16.0,86.0,0.99642,3.3,0.61,9.6,3.0
2869,8.6,0.36,0.32,1.7,0.076,3.0,14.0,0.99586,3.17,0.77,9.4,5.0
2870,8.0,0.6,0.06,1.8,0.076,6.0,25.0,0.9994,3.37,0.53,10.1,5.0
2871,11.5,0.46,0.49,2.6,0.08,4.0,18.0,0.9982,3.2,0.68,11.7,6.0
2872,7.0,0.48,0.23,2.0,0.077,14.0,24.0,0.99599,3.48,0.66,10.3,6.0
2873,7.5,0.38,0.24,2.1,0.076,4.0,15.0,0.9976,3.42,0.49,9.4,4.0
2874,7.2,0.49,0.24,1.8,0.078,9.0,28.0,0.9964,3.28,0.52,9.4,5.0
2875,7.5,0.49,0.14,1.8,0.069,24.0,38.0,0.99448,3.43,0.58,9.4,5.0
2876,8.2,0.52,0.34,2.3,0.091,48.0,49.0,0.9994,3.39,0.64,10.4,6.0
2877,6.6,0.67,0.08,2.0,0.061,11.0,31.0,0.99458,3.48,0.69,11.1,6.0
2878,6.3,0.61,0.09,4.3,0.076,6.0,32.0,0.9955,3.47,0.48,11.2,6.0
2879,10.0,0.34,0.34,1.7,0.075,11.0,31.0,0.99702,3.12,0.76,10.0,6.0
2880,6.8,0.87,0.0,2.0,0.0559999999999999,15.0,31.0,0.99648,3.36,0.87,11.1,7.0
2881,10.8,0.64,0.51,2.1,0.0969999999999999,6.0,16.0,1.0003,3.27,0.62,9.3,6.0
2882,8.0,0.36,0.63,1.8,0.093,5.0,19.0,0.9988,3.36,0.54,10.2,5.0
2883,6.8,0.58,0.02,2.1,0.074,14.0,20.0,0.99616,3.44,0.62,11.2,7.0
2884,8.3,0.6,0.49,2.8,0.075,11.0,20.0,0.9974,3.2,0.54,11.8,6.0
2885,9.0,0.36,0.31,1.7,0.0819999999999999,9.0,33.0,0.9966,3.35,0.56,11.5,6.0
2886,7.0,0.655,0.01,2.2,0.0969999999999999,7.0,27.0,0.9986,3.53,0.59,9.4,5.0
2887,8.1,0.34,0.46,2.3,0.076,21.0,37.0,1.0004,3.16,0.62,12.9,6.0
2888,8.9,0.31,0.47,2.1,0.064,31.0,54.0,0.99592,3.23,0.58,11.2,7.0
2889,7.9,0.6,0.21,2.5,0.0819999999999999,21.0,28.0,0.9978,3.5,0.59,9.5,5.0
2890,7.1,0.57,0.32,2.2,0.085,5.0,18.0,0.9952,3.24,0.6,9.5,6.0
2891,11.6,0.36,0.49,2.3,0.093,6.0,19.0,0.9988,3.08,0.52,9.2,6.0
2892,7.8,0.38,0.27,2.0,0.08,13.0,44.0,0.9978,3.3,0.61,9.9,6.0
2893,7.9,0.49,0.26,2.2,0.055,23.0,44.0,0.9956,3.32,0.53,9.6,6.0
2894,7.8,0.6,0.21,1.9,0.093,22.0,60.0,0.998,3.44,0.58,9.0,5.0
2895,7.2,0.43,0.43,2.0,0.069,18.0,38.0,0.99586,3.35,0.53,9.6,6.0
2896,7.8,0.38,0.47,11.7,0.091,21.0,45.0,0.99692,3.39,0.49,9.3,5.0
2897,7.0,0.24,0.42,2.6,0.071,6.0,14.0,0.9972,3.21,0.62,9.4,5.0
2898,8.9,0.65,0.03,1.6,0.086,11.0,37.0,0.9976,3.44,0.46,9.2,5.0
2899,8.0,0.715,0.0,2.5,0.084,19.0,52.0,0.99788,3.27,0.54,9.8,5.0
2900,6.6,0.47,0.3,2.1,0.039,26.0,52.0,0.99717,3.3,0.56,10.4,8.0
2901,12.6,0.42,0.45,1.9,0.083,5.0,25.0,0.9948,3.2,0.78,11.3,6.0
2902,8.4,0.34,0.42,2.0,0.07,9.0,23.0,0.99572,3.22,0.63,12.4,6.0
2903,9.1,0.39,0.39,2.8,0.087,32.0,71.0,0.9982,3.28,0.54,9.4,5.0
2904,7.0,0.47,0.09,1.4,0.088,5.0,16.0,0.99668,3.35,0.62,9.7,6.0
2905,6.3,0.42,0.32,2.4,0.078,7.0,27.0,0.9968,3.38,0.64,9.3,5.0
2906,8.9,0.5,0.32,2.2,0.071,23.0,40.0,0.99675,3.3,0.55,12.0,7.0
2907,7.8,0.58,0.03,1.7,0.08,23.0,43.0,0.9981,3.46,0.44,9.8,6.0
2908,6.9,0.48,0.26,1.8,0.077,10.0,23.0,0.99786,3.52,0.72,12.4,6.0
2909,7.9,0.41,0.43,2.7,0.071,7.0,16.0,0.99518,3.32,0.62,10.9,5.0
2910,8.8,0.32,0.49,2.4,0.094,8.0,33.0,0.99974,3.31,0.67,11.8,6.0
2911,7.4,0.58,0.07,1.7,0.087,11.0,89.0,0.9948,3.38,0.63,9.5,5.0
2912,7.1,0.68,0.09,2.1,0.098,29.0,71.0,0.9948,3.28,0.56,9.4,5.0
2913,7.4,0.37,0.33,2.5,0.0819999999999999,10.0,18.0,0.9972,3.34,0.57,12.0,7.0
2914,10.1,0.42,0.49,1.8,0.067,18.0,31.0,0.9962,3.24,0.93,9.5,6.0
2915,10.2,0.59,0.17,2.4,0.09,26.0,65.0,0.99668,3.15,0.49,9.5,5.0
2916,9.4,0.43,0.28,2.8,0.081,17.0,60.0,0.9973,3.48,0.74,10.2,6.0
2917,7.0,0.62,0.18,2.3,0.08,10.0,42.0,0.9962,3.34,0.58,9.8,5.0
2918,6.8,0.43,0.44,1.8,0.078,18.0,28.0,0.99586,3.17,0.6,9.3,6.0
2919,7.0,0.705,0.01,2.5,0.0819999999999999,20.0,119.0,0.9956,3.48,0.84,9.5,6.0
2920,7.7,0.62,0.29,2.3,0.067,21.0,84.0,0.99523,3.35,1.02,9.5,5.0
2921,6.3,0.61,0.0,1.7,0.066,6.0,18.0,0.99585,3.53,0.73,11.6,7.0
2922,9.0,0.31,0.33,2.6,0.071,5.0,12.0,0.9962,3.39,0.87,10.3,6.0
2923,6.0,0.6,0.0,2.3,0.078,6.0,24.0,0.9978,3.48,0.52,9.2,5.0
2924,8.6,0.47,0.44,2.5,0.086,16.0,36.0,0.99572,3.12,0.85,12.0,6.0
2925,8.3,0.52,0.23,2.3,0.093,10.0,18.0,0.9968,3.22,0.54,9.8,5.0
2926,7.1,0.55,0.1,2.5,0.08,27.0,54.0,0.99614,3.32,0.45,10.0,5.0
2927,9.2,0.52,0.32,3.3,0.066,6.0,13.0,0.9973,3.04,0.61,11.9,7.0
2928,7.4,0.33,0.41,2.0,0.08,12.0,18.0,0.9972,3.15,0.58,9.3,5.0
2929,9.0,0.39,0.48,1.9,0.06,6.0,12.0,0.9971,3.16,0.72,10.8,5.0
2930,7.7,0.6,0.13,2.1,0.07,7.0,15.0,0.9959,3.16,0.64,11.5,6.0
2931,6.7,0.5,0.07,2.6,0.095,10.0,37.0,0.9978,3.24,0.59,9.8,6.0
2932,8.9,0.44,0.24,1.8,0.094,13.0,28.0,0.9972,3.17,0.52,9.4,5.0
2933,9.3,0.47,0.57,2.3,0.068,3.0,12.0,0.9952,3.09,0.71,11.8,6.0
2934,9.8,0.35,0.24,1.5,0.072,8.0,29.0,0.9994,3.51,0.59,9.6,5.0
2935,11.3,0.32,0.49,2.2,0.08,7.0,25.0,0.9994,3.2,0.64,10.1,6.0
2936,8.8,0.43,0.3,2.3,0.069,4.0,10.0,0.99448,3.47,0.59,9.8,5.0
2937,7.3,0.4,0.14,2.4,0.068,9.0,44.0,0.9972,3.32,0.69,9.6,5.0
2938,7.7,0.67,0.01,2.4,0.08,14.0,31.0,0.99702,3.23,0.55,9.5,4.0
2939,6.8,0.51,0.0,1.8,0.081,11.0,59.0,0.9955,3.51,0.57,9.5,5.0
2940,11.5,0.24,0.55,1.9,0.074,6.0,34.0,0.9964,3.2,0.61,11.0,4.0
2941,11.6,0.34,0.36,1.9,0.075,5.0,19.0,1.001,3.34,0.5,11.7,7.0
2942,7.2,0.41,0.29,2.0,0.079,33.0,84.0,0.9971,3.37,0.7,9.4,5.0
2943,10.0,0.49,0.49,2.7,0.079,18.0,58.0,0.99668,3.25,0.76,9.5,5.0
2944,7.5,0.5,0.0,2.2,0.07,28.0,54.0,0.9978,3.21,0.54,10.5,6.0
2945,6.9,0.64,0.0,3.0,0.074,6.0,16.0,0.99516,3.58,0.54,12.4,6.0
2946,7.3,0.52,0.24,1.9,0.08,41.0,66.0,0.9976,3.5,0.77,9.8,4.0
2947,9.4,0.35,0.55,2.1,0.0819999999999999,12.0,20.0,0.9968,3.28,0.54,9.3,5.0
2948,6.0,0.52,0.0,2.2,0.0819999999999999,10.0,24.0,0.9988,3.45,0.48,10.0,5.0
2949,6.0,0.61,0.0,1.8,0.0579999999999999,8.0,18.0,0.99704,3.46,0.58,10.0,6.0
2950,6.8,0.33,0.3,1.8,0.205,7.0,28.0,0.9976,3.44,0.71,10.4,4.0
2951,8.3,0.38,0.42,1.9,0.092,4.0,9.0,0.998,3.19,0.63,9.2,6.0
2952,6.2,0.655,0.02,2.3,0.0819999999999999,5.0,11.0,0.99586,3.42,0.54,11.1,7.0
2953,7.9,0.46,0.25,2.0,0.095,6.0,14.0,0.9988,3.38,0.52,9.3,5.0
2954,6.3,0.49,0.0,1.8,0.077,6.0,19.0,0.99603,3.45,0.57,9.5,6.0
2955,9.1,0.48,0.2,2.2,0.074,14.0,33.0,0.99652,3.22,0.43,9.2,6.0
2956,6.2,0.6,0.04,1.9,0.0819999999999999,19.0,47.0,0.99448,3.34,0.74,9.2,6.0
2957,10.2,0.55,0.5,2.4,0.0579999999999999,5.0,27.0,0.99624,3.15,0.62,9.4,5.0
2958,7.7,0.59,0.07,1.8,0.093,12.0,29.0,0.9994,3.54,0.54,10.1,6.0
2959,11.9,0.35,0.47,2.2,0.132,5.0,19.0,0.9988,3.27,0.59,10.6,6.0
2960,7.1,0.58,0.0,1.6,0.075,6.0,14.0,0.9968,3.57,0.49,9.5,6.0
2961,6.8,0.43,0.03,1.6,0.07,11.0,27.0,0.99586,3.3,0.71,11.3,7.0
2962,7.9,0.4,0.31,2.8,0.074,9.0,20.0,0.99682,3.26,0.66,10.1,5.0
2963,10.0,0.39,0.49,2.8,0.075,8.0,17.0,0.99388,3.2,0.59,12.3,6.0
2964,7.5,0.61,0.0,1.9,0.0969999999999999,11.0,45.0,0.9981,3.33,0.73,9.3,6.0
2965,8.1,0.42,0.32,2.0,0.072,5.0,12.0,0.9962,3.26,0.57,9.2,5.0
2966,6.8,0.56,0.02,2.0,0.094,12.0,28.0,0.99685,3.36,0.68,10.8,5.0
2967,6.8,0.47,0.02,2.1,0.075,13.0,28.0,0.999,3.53,0.64,12.5,7.0
2968,7.9,0.37,0.25,2.2,0.08,3.0,13.0,0.99652,3.18,0.58,11.9,6.0
2969,7.8,0.55,0.25,2.3,0.084,6.0,28.0,0.9982,3.23,0.5,9.9,5.0
2970,8.0,0.32,0.26,1.7,0.0579999999999999,8.0,31.0,0.9973,3.33,0.55,9.5,5.0
2971,6.3,0.51,0.08,1.8,0.084,17.0,42.0,0.9948,3.4,0.61,10.0,3.0
2972,7.1,0.76,0.0,2.1,0.08,16.0,86.0,0.9982,3.43,0.52,9.8,5.0
2973,7.6,0.34,0.32,1.8,0.085,3.0,18.0,0.9964,3.2,0.77,10.5,6.0
2974,7.9,0.53,0.04,2.2,0.091,6.0,16.0,0.998,3.29,0.5,10.7,5.0
2975,8.0,0.57,0.11,2.2,0.086,8.0,19.0,0.9962,3.36,0.56,11.7,7.0
2976,9.8,0.36,0.49,3.0,0.07,7.0,22.0,0.9994,3.23,0.61,10.6,6.0
2977,7.6,0.685,0.1,2.1,0.077,7.0,31.0,0.99544,3.25,0.58,9.8,5.0
2978,10.9,0.48,0.56,1.8,0.098,5.0,15.0,0.9976,3.21,0.73,9.8,6.0
2979,10.4,0.42,0.42,1.9,0.078,26.0,44.0,0.9948,3.22,0.85,9.4,5.0
2980,7.3,0.48,0.12,1.6,0.086,5.0,13.0,0.9979,3.43,0.74,11.5,4.0
2981,6.9,0.765,0.0,2.0,0.076,6.0,16.0,0.99484,3.59,0.53,11.7,6.0
2982,6.1,0.38,0.24,1.8,0.079,6.0,12.0,0.99715,3.42,0.48,10.7,6.0
2983,10.6,0.61,0.43,1.8,0.0819999999999999,12.0,18.0,0.9986,3.32,0.55,10.1,7.0
2984,7.1,0.31,0.3,2.2,0.072,16.0,42.0,0.99572,3.57,0.73,10.8,5.0
2985,7.0,0.45,0.43,1.9,0.077,25.0,98.0,0.99494,3.14,0.62,9.4,5.0
2986,7.8,0.57,0.08,2.1,0.084,14.0,28.0,0.9976,3.37,0.56,10.0,6.0
2987,6.8,0.38,0.34,1.8,0.085,12.0,46.0,0.9967,3.39,0.51,10.0,5.0
2988,10.0,0.52,0.4,1.8,0.073,22.0,42.0,0.9988,3.27,0.53,9.8,5.0
2989,6.6,0.39,0.28,6.0,0.077,7.0,15.0,0.99736,3.12,0.52,9.2,6.0
2990,8.0,0.685,0.09,2.1,0.0819999999999999,19.0,58.0,0.9968,3.15,0.55,9.7,5.0
2991,6.6,0.76,0.04,2.0,0.0819999999999999,6.0,15.0,0.99316,3.54,0.56,10.9,4.0
2992,6.7,0.56,0.03,2.5,0.071,10.0,24.0,0.99576,3.52,0.57,11.3,6.0
2993,7.4,0.48,0.11,3.0,0.091,7.0,29.0,0.99639,3.3,0.55,10.0,6.0
2994,8.2,0.43,0.44,1.6,0.095,6.0,32.0,0.9963,3.27,0.56,9.6,5.0
2995,9.9,0.34,0.49,2.3,0.078,5.0,20.0,0.9956,3.21,0.57,10.0,6.0
2996,8.8,0.39,0.25,1.6,0.095,27.0,49.0,0.9972,3.16,0.61,9.5,5.0
2997,7.4,0.74,0.06,2.3,0.076,12.0,49.0,0.9952,3.3,0.6,9.5,5.0
